Flow ID, Source IP, Source Port, Destination IP, Protocol, Timestamp, Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets,Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count,Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Label
192.168.10.12-205.174.165.73-33423-443-17,192.168.10.12,33423,205.174.165.73,17,3/7/2017 15:26:56,443,19806690,42,0,44632.99131056832,86044.05654225213,1328.197808264799,77.84204067673251,164.13085260923958,402.0549280865715,1043.8676646123574,46.454988457425216,418.0543455250465,458.7350072277201,121358.5991893844,6666.955277851444,1,1,0,1,1,0,4152845.8486070754,1643615.851832485,8972081.032332622,74365.54421595849,2373372.1841152664,777574.6453950581,2472397.3750965954,63766.143677615626,3829068.4214858273,1563899.4384839463,6267484.369817813,27459.74469175383,0.3874167693236791,285.7281508631525,203.78633031163847,239.78217631407173,BENIGN
192.168.10.25-172.16.0.5-47319-80-6,192.168.10.25,47319,172.16.0.5,6,3/7/2017 10:09:14,80,55682626,27,21,27130.55702519577,41577.4234103156,310.25158427161534,42.01435177734256,678.6288587551327,292.0397071021126,1043.284479746952,85.67320323039343,574.1959320885521,190.19051446385583,5896.083583993072,17587.940133591233,1,1,1,1,0,0,2441147.3877512524,818805.9352897698,4856419.937985004,38885.720324612805,3344368.1031145854,2394426.9732605666,7241813.776272887,84050.56630625586,4597708.10334488,2942165.93255677,5341236.295325044,90692.88625867684,2.9594638781395544,662.9997568361613,62.960596621500166,321.45957724582115,BENIGN
192.168.10.25-205.174.165.68-14895-80-17,192.168.10.25,14895,205.174.165.68,17,3/7/2017 10:03:16,80,637504,6249,24,13912.8307819403,95120.41198605618,632.3472401381081,83.49109149121212,352.7301271597852,374.51213054142534,78.12841236488322,95.1919692381921,168.16662428981112,34.309185226384706,36035720.54742395,228494.49868248228,0,1,0,0,0,0,1192724.7094445291,1420683.182838384,1143894.4610930658,94775.70222166518,2325169.9171761037,768731.0896865597,3688951.743229414,60589.26925603113,4818673.720506044,2155071.6857880247,7777918.861754326,16376.581016719916,1.5551945979929993,578.6847325092435,696.6653763053412,431.8475463093106,DoS Hulk
192.168.10.5-172.16.0.1-23778-25-17,192.168.10.5,23778,172.16.0.1,17,3/7/2017 12:54:43,25,49737181,5,32,32377.162702840258,1265.2150165853081,630.0881112627413,49.02017049904083,325.14255099438634,181.09401924753598,1337.3625222076548,45.97393476017463,114.74336182039494,88.06848054302968,521746.7469384799,32522.87070083707,1,1,0,1,1,0,1611522.914905591,736485.5072810726,9346218.786140002,27892.824919247018,2254010.0009688525,2251428.8454810185,5698496.446783222,66818.84704454936,1681983.0994568763,1482919.510847766,3250141.678887595,48754.993239134434,1.7741248308804765,258.3524088586781,209.74386602818947,447.116255953072,BENIGN
192.168.10.12-172.16.0.1-16841-80-17,192.168.10.12,16841,172.16.0.1,17,3/7/2017 16:00:33,80,1061854,3039,15,34530.466972326154,64590.28997409523,736.2320026178793,79.29328681323175,69.79001291600376,110.79820023626507,1037.6807329428027,30.62060301300884,436.1666889992754,236.6302443797624,35692905.79984053,186020.414951196,0,1,0,0,1,0,1257018.3810047074,361967.6542569175,1925842.934515174,11955.474125505283,2679319.826918749,2286568.828452309,1851498.4243766197,21638.463987860567,2420992.9360635434,2173755.0032791547,9766070.228830568,52463.686910860786,1.414993516374775,100.52610809079077,145.58818356830508,170.61237261191604,DoS Hulk
192.168.10.8-205.174.165.73-7747-22-6,192.168.10.8,7747,205.174.165.73,6,3/7/2017 8:35:18,22,38163378,31,30,22023.43990680051,18436.36703900817,77.06507577536675,94.10635967681033,358.2968904492658,411.0578226497152,601.0611633779097,7.408217025563979,472.08428021399874,26.804537146266572,149197.58447365515,28141.97985422821,0,0,0,0,1,0,3031588.256214814,2372222.4895302583,2256871.3706503464,52257.25351302179,2252572.324443771,1328163.012057985,8601666.6582618,99003.12604667978,1526901.221596802,1863081.9632164456,6096309.1224513035,74008.9305484545,4.7379510016268895,207.78790582355134,158.26889647904474,495.3211028940275,BENIGN
192.168.10.8-172.16.0.1-27796-25-17,192.168.10.8,27796,172.16.0.1,17,3/7/2017 10:35:04,25,79699989,31,18,1631.9927690462143,28810.48895936893,424.07755966843166,85.96067313405224,53.38482011510945,116.71190308001277,396.83193848834946,79.12477450449616,442.3421919039434,401.95284014071694,197819.21375646416,5738.815123052288,0,0,0,0,0,0,298190.1975692353,2377885.698697235,5950440.373194047,82424.03013200093,4605962.644838191,1317460.3460212122,4686979.702761619,30409.119054476676,2012542.595814028,816738.5794327894,5399815.62598014,43775.8863571598,2.990183310205518,889.4228892924536,550.9004424642114,452.785230709433,BENIGN
192.168.10.1-205.174.165.68-38788-443-6,192.168.10.1,38788,205.174.165.68,6,3/7/2017 11:43:53,443,63149551,34,28,45803.639396338374,18148.91472231259,877.9944379167815,63.478471945408685,368.79435164326003,45.621203146913594,521.9415844419757,33.3308393665092,502.60013214088906,428.8665472001763,329803.6635789654,34683.683699171626,0,1,1,0,1,0,440298.9638789428,757196.5528266231,1159216.0143095786,77254.79260398078,4324552.920259396,2474781.6098061027,11510.674481122196,86936.74843206523,2309881.7249107203,162612.25613018582,5184393.924607288,62263.387260171134,2.492465511910943,442.04095572226146,38.70883138976006,200.29217870469935,BENIGN
192.168.10.50-172.16.0.1-2915-25-6,192.168.10.50,2915,172.16.0.1,6,3/7/2017 12:28:56,25,21257157,20,35,683.7232233030344,40799.06872899025,337.05098918367696,84.14056816170356,85.09583842818371,473.53037117967807,971.564533175638,15.397112442832805,699.4897949505784,145.930780130893,705411.6299258537,20774.517146767652,1,1,0,0,0,0,1917930.0662357495,2765604.4497946855,5082408.91592894,87932.62551464762,4320134.672142941,828742.2084661229,7900061.820031134,41494.24235513451,4671241.9684126,1523213.0274289693,8205494.731855784,28283.898328282663,1.4927792488588358,586.937722414161,749.1767499220041,367.23025999177577,BENIGN
192.168.10.15-205.174.165.73-30865-443-17,192.168.10.15,30865,205.174.165.73,17,3/7/2017 16:30:22,443,93616654,16,36,19148.54244648011,85601.29759873783,616.1626433243672,31.817632723379987,354.73218768031074,456.7150839098129,571.8467204207042,98.84140019393625,594.2952455249477,326.0095007003029,152105.32021022317,48241.22191854552,0,1,0,0,0,0,2629755.434037807,1370784.2234227266,7224438.275706426,40997.86197463644,3273906.632138669,463083.65631464653,4694906.00984732,96920.36305742172,1692806.1702571583,2078113.7957606462,6498366.525792726,85176.52923506915,4.261706682829465,859.3421841682666,285.0070481419913,237.49586545004973,BENIGN
192.168.10.1-172.16.0.1-16409-443-17,192.168.10.1,16409,172.16.0.1,17,3/7/2017 15:55:34,443,100229285,6,27,48916.886411027284,76036.96929942654,1055.8362439935568,10.050724032281744,124.77359004691887,149.73304012203238,43.420874096352144,32.43746667813022,42.08942107875519,179.23167115018174,430686.78785540006,12209.871609198419,1,0,0,0,0,0,3047458.934442684,1147632.8958506216,6831345.799627138,49766.72523679511,2915785.653260265,696565.3328854569,6379046.310035685,45957.049917673095,3334203.5863324036,2696725.595100963,4652532.555253015,28763.16657484388,2.7329906880101418,73.86190028287298,708.9267262009845,740.7387714138536,BENIGN
192.168.10.50-205.174.165.68-14079-53-17,192.168.10.50,14079,205.174.165.68,17,3/7/2017 14:44:16,53,14314759,16,24,28596.134617536944,57481.193017864505,1489.0380654403464,29.523075388326937,733.458363432647,329.1149079643403,411.7205702673416,56.5929016955699,514.349619550509,372.3344205826626,49044.25077599994,30320.324653823725,1,1,0,1,1,0,1095022.6946405272,570395.967831265,2506268.0004361602,75557.73237416772,3837353.8724773205,2042565.282546068,1367792.384940989,9716.392981561794,3137290.5390836527,118267.72188245216,7886104.840101539,3336.4531245632434,1.8243061651423487,131.41180642048545,682.2208592394951,245.0393442855078,BENIGN
192.168.10.15-205.174.165.68-55449-8080-6,192.168.10.15,55449,205.174.165.68,6,3/7/2017 11:08:50,8080,110687992,31,18,37327.96753585225,33871.52538018863,172.75456117463912,96.28932928688776,105.567761254412,483.25010473137604,1290.2108953482327,72.42167120755182,734.9566820864276,483.6348736500162,804587.644020562,18288.75247027832,1,0,0,1,0,0,2273930.1386693735,2018485.1456212609,6723407.973510131,58456.0091652166,4112086.506133871,2820875.6753386627,1083461.021992307,23382.19022115832,125123.24823241161,2652704.5356445564,5614073.822498788,91525.59087431594,1.1068360003699502,63.21704116019544,617.8915135428357,682.0407288209191,BENIGN
192.168.10.1-172.16.0.1-20970-80-17,192.168.10.1,20970,172.16.0.1,17,3/7/2017 14:07:08,80,13044889,16,34,6783.202435316826,45364.37568888926,1005.7293282752569,74.31401215231716,709.4805643345741,209.5633767073614,1113.4035221479737,15.452290240983501,311.1633955776052,49.510817355264244,489347.0377896145,20405.794284885025,0,0,0,0,1,0,2223479.2988954172,708337.9146929871,3626860.387575225,98092.77183240671,1836674.7924859023,2705088.637273964,6448268.097540277,6055.008916660876,1379407.2043079343,2904620.6278091604,9490107.882621376,82419.10819315714,0.4583671190876043,212.1058154233132,479.61968889727785,728.3199840487397,BENIGN
192.168.10.12-172.16.0.1-55406-22-6,192.168.10.12,55406,172.16.0.1,6,3/7/2017 13:15:08,22,28984499,15,21,38718.428890241004,78864.37542776094,893.97245276163,27.727484597568296,738.0210988858042,493.76365218308615,810.3231852947272,79.85138235576235,82.44476091707666,433.2239442534005,131803.2295618975,17912.113960826642,0,1,0,0,1,0,261995.08930588255,2225154.1708624484,5260855.265978672,74566.52750339957,2381229.8271162515,2334051.1179426084,5132379.576091916,10905.40100038455,2519193.448929107,2836246.9289103188,433650.36899171706,78322.69959803796,4.334904538799192,521.4512147130841,343.53189157326153,723.0196373415215,BENIGN
192.168.10.25-172.16.0.1-33154-80-17,192.168.10.25,33154,172.16.0.1,17,3/7/2017 15:54:25,80,10843514,21,38,7416.691283018228,12619.158830505607,936.4762414218118,58.53646885481211,534.1145973197301,190.4521994092604,896.08778279897,29.489774594988983,379.1633058642603,215.09966291181166,793096.093101646,5720.703621503981,0,1,0,0,1,0,1694658.094175876,1360496.708722342,4159896.5026149526,9508.583927563086,2133820.03130479,1995323.5891809266,3743010.234355368,15263.892476872375,4614925.178671922,201399.92440994325,8317718.8847485455,9323.010170367741,0.4828221628289281,738.7959984887157,608.8269639580443,417.2780517115126,BENIGN
192.168.10.5-205.174.165.73-24197-25-17,192.168.10.5,24197,205.174.165.73,17,3/7/2017 16:35:21,25,6904975,19,38,15622.444954382698,10360.056592463341,761.1188204520062,15.473017585826144,361.64204715329146,423.6374240674763,525.1709913317867,55.62654761043269,86.16398514773113,139.2841062474996,226159.09432784742,21455.62054408906,0,1,0,0,1,0,3513493.8643280235,926954.0664897305,3398246.5677725836,610.578940365869,4349313.532682191,1698963.2842841288,4007843.4399951557,14187.465415126866,3165860.063277569,91971.29514271773,7461117.620057067,21513.288003351096,2.0991624688225157,340.89598176933276,277.53981935775295,541.196975807005,BENIGN
192.168.10.1-172.16.0.5-11340-25-6,192.168.10.1,11340,172.16.0.5,6,3/7/2017 17:38:05,25,10949687,18,28,33096.93464041306,48566.170489099626,663.0662800466687,27.316684436476947,566.207357751278,56.90875405510087,644.8704500968355,28.324647008044934,508.86469107009975,243.31637668212542,667132.5587363496,2270.8681302213763,1,0,0,0,1,0,4726620.43613322,2302048.581925812,7641608.957612477,28944.71312174376,599921.7185277456,1492155.9858399807,4306550.113536029,12918.570175921495,2662911.739337119,690332.148229979,5587235.676747127,66804.8171745242,1.770835856798123,397.07117424729734,556.5309955308339,327.16469663423413,BENIGN
192.168.10.25-205.174.165.73-47521-8080-17,192.168.10.25,47521,205.174.165.73,17,3/7/2017 9:55:20,8080,15458308,26,1,48309.98455165631,17187.3180578069,1421.4214639901213,46.00969018938087,517.2075308101424,180.92634561706288,655.0676693523417,10.586313339558595,326.75739520530004,200.22490815804355,78647.08748285986,43526.22080977058,0,0,0,0,0,0,2552416.4227107414,342079.91951565765,5099520.62322972,90592.27315800505,1746876.3273619015,2182137.3170217127,8189486.015248519,81503.70057500142,1181344.2447336214,439332.65483308316,1972718.0282398327,60239.89852731658,3.80107647773446,655.5090105187392,132.85959671042187,579.6360669356702,BENIGN
192.168.10.50-205.174.165.68-57663-443-17,192.168.10.50,57663,205.174.165.68,17,3/7/2017 17:48:37,443,59023966,5,30,22110.403191814243,30282.04351390129,412.01050122923874,5.617212021307805,380.5026639673336,155.20392530315547,677.8707955510233,5.689005083395237,623.7724737473411,38.3655005867275,864250.0339252391,42764.66857280451,1,1,1,1,0,0,2248668.518254531,2429447.753093913,6518374.546486098,32152.676288042836,2378145.1397153474,452583.2300869156,618737.0010110071,10350.187727039161,4495634.169778868,1030313.3275148029,7143155.491674626,50454.90015009574,0.8627945571818246,247.74372359828422,328.31870573192475,329.56634382196825,BENIGN
192.168.10.14-205.174.165.73-27813-25-17,192.168.10.14,27813,205.174.165.73,17,3/7/2017 10:23:23,25,80246882,4,40,32365.267848465344,6591.185427971746,141.75892127264152,67.8379344840081,213.1102304085853,361.8668275012309,984.8461296157169,90.63426971636773,654.9597465454042,166.6810180302783,582739.5145864196,7071.419029215892,0,1,0,0,0,0,1547909.4370798047,1130037.9181689005,7916619.578635436,81318.47838148009,3350581.9999736124,2486876.9186833934,7387746.721294828,68541.44402775762,2631966.69867087,1938074.4622004637,4234063.663221037,36182.80963467846,1.812988344910222,180.26292287684464,160.64449590667527,710.7512006507601,BENIGN
192.168.10.5-205.174.165.68-56364-22-6,192.168.10.5,56364,205.174.165.68,6,3/7/2017 11:08:09,22,103465053,35,33,1887.3746178780625,33676.43719642815,1149.4614066708623,13.1049041429508,282.5399031168935,81.12360604422526,1247.0175850336882,77.10978137309884,606.7827897294758,82.76958287202935,437673.4051383467,20542.930574826674,0,1,1,0,1,0,1170014.7216771222,717505.4917365584,9655966.371940365,78437.02395932049,4519871.690687291,582048.5286677096,6783068.250650925,57041.93933638915,2202987.0175451026,2308315.655926728,7781240.372499259,50290.669148757894,2.0933041336487292,162.05817324587136,149.77329858351064,453.4975856825627,BENIGN
192.168.10.15-172.16.0.1-47646-80-6,192.168.10.15,47646,172.16.0.1,6,3/7/2017 8:41:30,80,1993470,8747,10,13639.564979567831,90530.62089782412,221.02298398740643,43.74725601949808,709.8099472588204,111.0190034534903,676.6919853310634,34.95850781386489,20.002643102203898,26.62844358553723,39032458.99913443,240464.64152659537,0,1,0,0,1,0,4654129.523749765,2517528.862834817,6499606.842941816,79138.0637482176,687997.9386293583,860638.1919398045,8297615.831528226,69607.19885759836,693963.459090931,2116608.5258672414,4486014.739822466,525.1198305617933,0.3961288563536064,255.9239284370447,626.2223244617858,411.60318408287657,DoS Hulk
192.168.10.50-172.16.0.1-8289-22-17,192.168.10.50,8289,172.16.0.1,17,3/7/2017 11:26:40,22,71947921,2,40,25768.786510470305,24193.813442099334,215.36526036939009,42.92388931033337,461.107187081963,120.28211940327176,624.8513928128098,66.4371301742009,64.21046624044632,487.3272454761108,67679.32290884604,26302.972266108525,0,1,0,0,1,0,4905197.112757801,760950.7832076382,162422.31108947625,78852.00162795153,1724012.4658169565,2198823.064351925,6282569.624756564,77150.1374109859,3675934.9240615563,997555.8251159546,443356.88295208174,54601.37452076915,4.067544327780441,175.08912705170843,584.3569451087111,348.4671748102783,BENIGN
192.168.10.5-205.174.165.73-3447-443-17,192.168.10.5,3447,205.174.165.73,17,3/7/2017 10:51:08,443,5879578,13,2,15779.791002486265,31007.58829368918,597.3360835290256,81.54060806559824,355.04982575763256,18.310385768454175,970.3507482011254,28.611089555154866,646.6038978519377,23.902017123245688,655731.3675576797,13660.830305693671,0,1,0,1,1,0,4473187.474775267,1159934.3047820765,9737235.843153091,49620.322653702264,2487616.9624681366,2772931.3998808907,5192758.53534942,80114.80874017738,3635406.6217131787,236781.01816640364,6024532.988302273,82234.12795398866,2.7273719867231847,321.21142821459404,60.05168330624644,495.68941609360246,BENIGN
192.168.10.8-205.174.165.73-24062-80-17,192.168.10.8,24062,205.174.165.73,17,3/7/2017 17:45:27,80,97551376,23,39,49907.529888652454,27455.53600748576,1470.0409187914188,94.79043786030863,56.28087374111945,318.7562689416492,544.9666959764735,80.109597556217,509.5579558610174,476.3946981398039,142779.46836254973,30378.645166042767,1,0,0,0,0,0,3892576.867534327,1098985.4193214457,3828544.016887777,56724.46417241195,3025474.1442739274,2037186.1707401848,9488235.292655565,37201.337847068375,3815422.3589928974,1721765.335001687,5294598.815362897,39803.404595244996,3.2478036835301576,249.61165309339793,85.08645943876353,551.7561446095708,BENIGN
192.168.10.5-205.174.165.68-51812-25-17,192.168.10.5,51812,205.174.165.68,17,3/7/2017 14:58:35,25,59897763,14,39,14278.8438849079,91647.89095418814,736.8002928813362,12.263742190397087,639.619717788242,226.02134262269868,1348.0185461793455,44.5111192742455,65.8430558285483,340.9646301253186,845521.2189746995,15979.388604998507,0,0,1,1,1,0,4456658.411769445,2554086.1522593778,7118091.040072126,92732.44567231777,3188500.1128200814,2381089.151535008,5087557.451743008,12136.24550784569,1004901.8558884287,416630.61611509725,7903730.608077492,2628.4026808265694,2.7701071862979756,368.9111655012207,602.7462947164398,413.73520044482063,BENIGN
192.168.10.25-205.174.165.73-35475-53-17,192.168.10.25,35475,205.174.165.73,17,3/7/2017 9:04:19,53,110506743,37,4,6266.339112959701,31702.767046048186,111.24752964795931,46.58331996210588,388.0200088648951,64.16730537250692,1243.5805922030984,55.13034436091328,440.83949280137085,383.89081867882834,129032.95779688862,25143.189322468734,0,0,1,0,1,0,823285.3994506206,967982.2534636669,7093321.325292459,34602.30823418731,4704520.274657673,2684777.7504633735,8459337.061558656,25060.530898199908,3175285.4569387296,1652524.246449419,1251702.951269027,30282.460610887607,2.6673901488419025,502.5731447412627,126.47692631078012,706.2052409014469,BENIGN
192.168.10.15-172.16.0.1-55106-80-6,192.168.10.15,55106,172.16.0.1,6,3/7/2017 17:46:57,80,6101779,42,36,13232.795391652724,21080.837970196455,858.2058036690962,61.810842632495756,22.714423936073036,444.4984407244772,818.3662253209014,64.19072893012327,226.57058471596696,122.43895532447152,807349.3144287977,20304.62633722792,1,0,0,0,1,0,2078108.7310705753,1393326.473326005,3401925.6835177736,14366.869116263459,4307425.3841624735,957949.1779401843,9880233.694670899,34537.05607009986,1993583.035870125,2281994.9843855244,5149801.340822221,10618.393360909728,1.2086893046823355,122.52190908396,337.1970089967486,105.65822625613764,BENIGN
192.168.10.25-172.16.0.5-64114-8080-6,192.168.10.25,64114,172.16.0.5,6,3/7/2017 14:55:39,8080,77535841,47,20,9491.705061167988,15934.241189260434,1493.9541166431252,46.68151177373506,659.306747700314,248.68513652375452,135.0736425656765,39.324218411329724,342.92298164229817,120.36432033458505,583344.1119856766,2432.9066464827965,0,1,1,1,1,0,1428741.9072050878,24532.21784172277,1074970.8437120742,13393.494399231466,1322364.4989545664,1097332.919326203,4032540.7211435847,4524.2394511264665,255788.4369150415,1685450.595497831,3625237.7594428454,28860.169703909567,1.9317441248988927,450.3543806404181,412.39281713806463,618.9834884689601,BENIGN
192.168.10.5-205.174.165.73-25481-22-17,192.168.10.5,25481,205.174.165.73,17,3/7/2017 17:07:08,22,49070856,49,9,9952.894077622499,50912.25162251821,750.1168553559658,4.530335246707473,102.7772801756403,166.5203526763836,710.616225592785,45.698855928287394,454.69539180285307,257.752866073627,327965.8476365263,30653.4060532339,0,1,1,1,1,0,2968623.278154934,1521944.9586038897,5097141.007508324,48984.66520662591,2814621.303222722,1424677.7999940997,166369.5550231492,33123.959357892265,548022.947456614,1249620.8082966984,3076778.3371176426,89876.71041885331,4.360495570601659,629.2604806024369,447.68221196489526,199.147827739291,BENIGN
